0,0,0,0.231738035,-0.017632242,0.453400504,-0.168765743,0.607052897,-0.289672544,0.738035264,-0.350125945,0.340050378,-0.481108312,0.43324937,-0.715365239,0.476070529,-0.866498741,0.513853904,-1,0.198992443,-0.523929471,0.274559194,-0.544080605,0.22418136,-0.34256927,0.183879093,-0.20906801,0.060453401,-0.528967254,0.128463476,-0.564231738,0.120906801,-0.365239295,0.103274559,-0.231738035,-0.068010076,-0.516372796,-0.078085642,-0.722921914,-0.065491184,-0.841309824,-0.040302267,-0.962216625
0,0,0,0.236775819,-0.025188917,0.455919395,-0.176322418,0.607052897,-0.292191436,0.735516373,-0.347607053,0.345088161,-0.483627204,0.438287154,-0.712846348,0.483627204,-0.869017632,0.523929471,-1,0.204030227,-0.526448363,0.287153652,-0.536523929,0.234256927,-0.332493703,0.186397985,-0.201511335,0.062972292,-0.531486146,0.130982368,-0.549118388,0.115869018,-0.350125945,0.093198992,-0.226700252,-0.070528967,-0.518891688,-0.080604534,-0.727959698,-0.065491184,-0.848866499,-0.037783375,-0.9697733
0,0,0,0.236040609,-0.02284264,0.459390863,-0.175126904,0.609137056,-0.294416244,0.736040609,-0.352791878,0.347715736,-0.484771574,0.436548223,-0.718274112,0.487309645,-0.870558376,0.527918782,-1,0.203045685,-0.527918782,0.284263959,-0.538071066,0.241116751,-0.33248731,0.195431472,-0.195431472,0.060913706,-0.535532995,0.126903553,-0.563451777,0.11928934,-0.373096447,0.101522843,-0.241116751,-0.07106599,-0.52284264,-0.078680203,-0.730964467,-0.065989848,-0.852791878,-0.043147208,-0.972081218
0,0,0,0.242424242,-0.02020202,0.46969697,-0.159090909,0.621212121,-0.272727273,0.755050505,-0.335858586,0.358585859,-0.482323232,0.452020202,-0.712121212,0.5,-0.868686869,0.54040404,-1,0.217171717,-0.525252525,0.287878788,-0.542929293,0.23989899,-0.333333333,0.202020202,-0.204545455,0.070707071,-0.53030303,0.123737374,-0.537878788,0.106060606,-0.333333333,0.093434343,-0.212121212,-0.068181818,-0.517676768,-0.073232323,-0.71969697,-0.065656566,-0.838383838,-0.042929293,-0.962121212
0,0,0,0.25,-0.0225,0.48,-0.1625,0.635,-0.275,0.7675,-0.3375,0.36,-0.48,0.4475,-0.7125,0.495,-0.8675,0.535,-1,0.2125,-0.525,0.2775,-0.54,0.225,-0.325,0.1875,-0.195,0.0625,-0.525,0.105,-0.5325,0.0925,-0.325,0.085,-0.2,-0.08,-0.5125,-0.0825,-0.725,-0.0775,-0.85,-0.06,-0.98
0,0,0,0.250608273,-0.01703163,0.481751825,-0.158150852,0.637469586,-0.267639903,0.771289538,-0.318734793,0.357664234,-0.472019465,0.459854015,-0.705596107,0.508515815,-0.863746959,0.549878345,-1,0.216545012,-0.523114355,0.301703163,-0.525547445,0.253041363,-0.309002433,0.209245742,-0.182481752,0.070559611,-0.525547445,0.136253041,-0.525547445,0.121654501,-0.316301703,0.102189781,-0.192214112,-0.068126521,-0.510948905,-0.063260341,-0.720194647,-0.051094891,-0.849148418,-0.02676399,-0.98053528
0,0,0,0.247002398,-0.007194245,0.474820144,-0.146282974,0.625899281,-0.261390887,0.755395683,-0.318944844,0.35971223,-0.462829736,0.458033573,-0.700239808,0.503597122,-0.860911271,0.541966427,-1,0.220623501,-0.51558753,0.306954436,-0.505995204,0.244604317,-0.292565947,0.199040767,-0.170263789,0.076738609,-0.522781775,0.141486811,-0.513189448,0.110311751,-0.3117506,0.083932854,-0.194244604,-0.057553957,-0.513189448,-0.038369305,-0.714628297,-0.016786571,-0.841726619,0.016786571,-0.96882494
0,0,0,0.255639098,0.002506266,0.496240602,-0.135338346,0.654135338,-0.245614035,0.786967419,-0.30075188,0.380952381,-0.473684211,0.498746867,-0.709273183,0.558897243,-0.864661654,0.609022556,-1,0.243107769,-0.526315789,0.360902256,-0.518796992,0.298245614,-0.305764411,0.243107769,-0.185463659,0.100250627,-0.536340852,0.192982456,-0.526315789,0.155388471,-0.323308271,0.117794486,-0.20802005,-0.037593985,-0.533834586,-0.005012531,-0.744360902,0.025062657,-0.869674185,0.062656642,-0.994987469
0,0,0,0.255050505,0.007575758,0.494949495,-0.118686869,0.654040404,-0.214646465,0.78030303,-0.262626263,0.409090909,-0.452020202,0.54040404,-0.676767677,0.611111111,-0.825757576,0.669191919,-0.952020202,0.272727273,-0.507575758,0.401515152,-0.5,0.318181818,-0.29040404,0.247474747,-0.174242424,0.131313131,-0.525252525,0.234848485,-0.517676768,0.181818182,-0.313131313,0.133838384,-0.202020202,-0.005050505,-0.527777778,0.037878788,-0.744949495,0.080808081,-0.873737374,0.133838384,-1
0,0,0,0.245125348,0.030640669,0.495821727,-0.075208914,0.668523677,-0.150417827,0.788300836,-0.183844011,0.462395543,-0.423398329,0.610027855,-0.640668524,0.688022284,-0.777158774,0.752089136,-0.894150418,0.339832869,-0.487465181,0.473537604,-0.484679666,0.378830084,-0.275766017,0.292479109,-0.150417827,0.206128134,-0.520891365,0.317548747,-0.526462396,0.245125348,-0.323119777,0.181058496,-0.203342618,0.072423398,-0.545961003,0.136490251,-0.760445682,0.197771588,-0.880222841,0.272980501,-1
